monthly_spending_ratio,savings_ratio,income_level,fixed_commitments_ratio,goal_progress_ratio,goal_delay_ratio,expense_frequency,spending_variance,emergency_fund_ratio,income_growth_rate,income_stability,risk_level,target_class
0.6844,0.1602,0.6018,0.4057,0.5757,0.1268,0.8376,0.7487,0.2505,0.02,0.6136,0.4868,8
0.7182,0.1755,0.5936,0.4305,0.5767,0.0849,0.8936,0.7168,0.2356,0.0202,0.5786,0.4593,8
0.6222,0.1634,0.5745,0.3811,0.5517,0.1062,0.7867,0.661,0.2416,0.0232,0.5968,0.4929,8
0.74,0.2231,0.5546,0.4179,0.6167,0.1385,0.8557,0.7261,0.2479,0.0242,0.6279,0.4782,8
0.6868,0.2451,0.5636,0.388,0.5793,0.0683,0.7757,0.7843,0.2975,0.0153,0.6497,0.4784,8
0.6557,0.1932,0.6211,0.3959,0.5728,0.1279,0.7979,0.7339,0.2292,0.0139,0.55,0.5469,8
0.647,0.2049,0.638,0.3632,0.5586,0.051,0.7703,0.6639,0.275,0.0305,0.6359,0.5994,8
0.7292,0.1913,0.5779,0.4015,0.5604,0.0514,0.8341,0.6994,0.2564,0.0293,0.6292,0.5186,8
0.6019,0.2427,0.5913,0.3802,0.5583,0.1319,0.8507,0.6815,0.2035,0.0376,0.595,0.5308,8
0.6777,0.1682,0.5717,0.3738,0.5995,0.1086,0.8098,0.7997,0.2896,0.0216,0.6203,0.5248,8
0.6409,0.175,0.5716,0.3824,0.5621,0.0745,0.8837,0.6961,0.2667,0.0187,0.6272,0.5121,8
0.6815,0.2142,0.6327,0.3662,0.5875,0.0694,0.7555,0.6998,0.2418,0.0153,0.5645,0.5813,8
0.7139,0.1838,0.6102,0.4257,0.5783,0.1004,0.7546,0.6662,0.2806,0.0181,0.6072,0.509,8
0.6241,0.1977,0.5975,0.382,0.6428,0.1059,0.8504,0.6896,0.2364,0.0314,0.5652,0.5382,8
0.7236,0.1548,0.638,0.3857,0.5891,0.0873,0.7644,0.7092,0.2417,0.0374,0.6016,0.5704,8
0.7417,0.25,0.5687,0.4171,0.5813,0.118,0.8026,0.6732,0.2569,0.0263,0.6323,0.5383,8
0.6297,0.1729,0.5989,0.3575,0.6384,0.1265,0.7681,0.7131,0.284,0.0267,0.6491,0.5454,8
0.6846,0.2428,0.58,0.3838,0.6004,0.0903,0.8141,0.7464,0.2242,0.0327,0.5853,0.5806,8
0.6786,0.2408,0.6231,0.3667,0.6187,0.0547,0.7949,0.6828,0.2997,0.0133,0.6472,0.5673,8
0.7001,0.2289,0.6129,0.4402,0.6299,0.1166,0.7621,0.77,0.2679,0.0325,0.5811,0.5419,8
0.6939,0.1693,0.5736,0.3703,0.6313,0.0649,0.8965,0.6608,0.2636,0.032,0.6271,0.5442,8
0.645,0.1841,0.5769,0.4078,0.6328,0.0836,0.829,0.7129,0.2681,0.0206,0.5993,0.5182,8
0.6632,0.175,0.5987,0.4141,0.5748,0.1444,0.7573,0.7362,0.2828,0.0209,0.5875,0.488,8
0.6698,0.2382,0.616,0.3548,0.588,0.0814,0.7995,0.7108,0.2648,0.04,0.6301,0.4567,8
0.75,0.1599,0.6221,0.3995,0.6055,0.0511,0.8456,0.7105,0.286,0.0105,0.624,0.5507,8
0.7118,0.2111,0.6069,0.4003,0.6491,0.0614,0.7824,0.7553,0.2983,0.0336,0.632,0.4793,8
0.6786,0.1757,0.613,0.3806,0.5501,0.0915,0.8387,0.7458,0.2907,0.0108,0.5557,0.4663,8
0.6372,0.1898,0.6103,0.4431,0.5912,0.1301,0.8518,0.7952,0.2941,0.0353,0.5501,0.581,8
0.6365,0.1699,0.5691,0.4181,0.6443,0.1283,0.8726,0.724,0.2555,0.0252,0.6227,0.4656,8
0.6048,0.155,0.626,0.4091,0.6471,0.1254,0.7576,0.6914,0.2356,0.0294,0.63,0.542,8
0.624,0.2177,0.5632,0.4025,0.6418,0.0598,0.8242,0.7506,0.2364,0.0244,0.595,0.4577,8
0.6498,0.2464,0.6377,0.4491,0.6105,0.058,0.8555,0.6793,0.2155,0.0356,0.6494,0.451,8
0.6024,0.2406,0.5649,0.3582,0.5861,0.079,0.8133,0.672,0.2392,0.0318,0.6422,0.4805,8
0.7407,0.2159,0.6075,0.4256,0.5782,0.1103,0.8893,0.706,0.2708,0.036,0.5727,0.4736,8
0.7364,0.2176,0.6295,0.4181,0.6037,0.1046,0.8155,0.7766,0.2678,0.0166,0.6407,0.4994,8
0.6228,0.2065,0.6091,0.3877,0.5831,0.066,0.8315,0.7609,0.2298,0.0346,0.5557,0.5722,8
0.6396,0.2196,0.5957,0.3999,0.6125,0.06,0.8485,0.688,0.2216,0.031,0.6217,0.4572,8
0.6198,0.1871,0.6087,0.3615,0.6125,0.1169,0.8365,0.7071,0.2067,0.0346,0.5533,0.5539,8
0.719,0.209,0.6,0.4171,0.6157,0.1465,0.8051,0.783,0.2091,0.0172,0.5759,0.5532,8
0.6524,0.1578,0.6447,0.4054,0.6466,0.0801,0.7633,0.7004,0.2958,0.0383,0.5677,0.5866,8
0.6588,0.2445,0.6379,0.417,0.5828,0.0735,0.8064,0.6641,0.2415,0.016,0.5618,0.5418,8
0.6362,0.2124,0.6251,0.3841,0.5897,0.0981,0.8721,0.6979,0.2806,0.0284,0.6363,0.4835,8
0.7261,0.1712,0.5538,0.4456,0.5784,0.1466,0.8532,0.7734,0.2213,0.0128,0.5902,0.5762,8
0.7146,0.2018,0.5754,0.4173,0.6207,0.1003,0.7694,0.6736,0.2711,0.0347,0.5692,0.4808,8
0.7057,0.1935,0.6079,0.3726,0.6344,0.1315,0.8774,0.7222,0.2991,0.0275,0.6454,0.4614,8
0.6898,0.1698,0.6448,0.4103,0.6194,0.0642,0.8267,0.6805,0.276,0.0347,0.6268,0.578,8
0.6799,0.1734,0.6028,0.3521,0.6458,0.1051,0.8248,0.7905,0.2995,0.0387,0.6009,0.5881,8
0.7433,0.2362,0.6394,0.4255,0.5696,0.1499,0.8163,0.7105,0.2096,0.0252,0.5761,0.5045,8
0.6345,0.2315,0.6433,0.4361,0.6237,0.0669,0.7956,0.7543,0.258,0.0164,0.5814,0.4967,8
0.692,0.1641,0.6161,0.406,0.6031,0.1065,0.8503,0.6506,0.2792,0.0118,0.6416,0.5772,8
0.673,0.1827,0.5587,0.4147,0.6441,0.1388,0.8437,0.771,0.2901,0.0102,0.6167,0.5367,8
0.6605,0.2099,0.6039,0.4328,0.6237,0.0612,0.796,0.6553,0.2472,0.0121,0.5819,0.5349,8
0.643,0.2311,0.64,0.3514,0.5823,0.0691,0.7907,0.783,0.2233,0.0106,0.6158,0.5147,8
0.6347,0.1679,0.563,0.4279,0.6209,0.0612,0.8452,0.6753,0.2931,0.0369,0.6275,0.5253,8
0.6343,0.2018,0.588,0.4056,0.5799,0.0581,0.899,0.7797,0.2223,0.0257,0.5617,0.4873,8
0.708,0.1587,0.6142,0.3739,0.6068,0.1345,0.7516,0.7101,0.2063,0.0352,0.602,0.4653,8
0.6184,0.2378,0.5717,0.4481,0.646,0.0775,0.7511,0.6896,0.2394,0.0197,0.5512,0.5364,8
0.6263,0.2139,0.6431,0.4278,0.5546,0.134,0.8892,0.6597,0.2075,0.02,0.6051,0.4963,8
0.7341,0.2089,0.5734,0.3868,0.58,0.0652,0.7967,0.685,0.262,0.0274,0.6043,0.5394,8
0.6409,0.2431,0.6168,0.3615,0.571,0.1068,0.8156,0.7844,0.2588,0.0399,0.6257,0.5582,8
0.6957,0.1876,0.6366,0.3692,0.6081,0.0549,0.7923,0.7741,0.2512,0.033,0.6396,0.5483,8
0.6269,0.1724,0.626,0.3647,0.6422,0.0811,0.8202,0.7326,0.2178,0.0355,0.6074,0.4531,8
0.7435,0.1633,0.5518,0.389,0.5606,0.051,0.7961,0.7332,0.233,0.0295,0.5751,0.5585,8
0.7358,0.1596,0.5659,0.3764,0.6369,0.1311,0.8572,0.7122,0.231,0.0282,0.6279,0.5302,8
0.6978,0.2071,0.5921,0.3812,0.6284,0.0848,0.8959,0.7361,0.2323,0.0108,0.5838,0.4659,8
0.6223,0.1781,0.6468,0.3779,0.6083,0.1242,0.7986,0.6557,0.2831,0.0298,0.6053,0.4651,8
0.6647,0.1876,0.5708,0.3507,0.5624,0.1037,0.7636,0.6508,0.2049,0.0212,0.6372,0.5623,8
0.6593,0.243,0.6428,0.3747,0.6287,0.1202,0.8673,0.7985,0.2982,0.0349,0.5707,0.4601,8
0.7163,0.218,0.5687,0.4201,0.6131,0.0703,0.7761,0.7029,0.2966,0.0214,0.6357,0.5216,8
0.6719,0.1883,0.5591,0.3963,0.6056,0.1014,0.7978,0.6787,0.2769,0.0286,0.6468,0.5614,8
0.6577,0.1983,0.5938,0.4223,0.5803,0.0735,0.7941,0.7901,0.2284,0.0134,0.6412,0.5765,8
0.7195,0.2415,0.6385,0.389,0.6107,0.1318,0.845,0.7142,0.2166,0.0115,0.6172,0.5695,8
0.6425,0.2185,0.6095,0.4008,0.6273,0.1199,0.8528,0.7893,0.2148,0.0344,0.5983,0.4927,8
0.603,0.1562,0.5807,0.416,0.6262,0.06,0.8791,0.6827,0.2827,0.0153,0.6409,0.4544,8
0.6803,0.2189,0.6047,0.369,0.5891,0.1085,0.8154,0.6931,0.2058,0.0242,0.5653,0.5039,8
0.7239,0.1756,0.6339,0.3709,0.6412,0.1385,0.8418,0.6885,0.282,0.0385,0.6463,0.5599,8
0.7025,0.2279,0.5509,0.3732,0.6006,0.0989,0.8146,0.7515,0.2281,0.0293,0.5614,0.4828,8
0.6024,0.2316,0.6016,0.4005,0.5511,0.0777,0.7501,0.7147,0.2391,0.0179,0.6241,0.595,8
0.7311,0.1592,0.587,0.4397,0.6489,0.093,0.848,0.7966,0.2823,0.0212,0.6432,0.5907,8
0.614,0.245,0.635,0.4313,0.6426,0.1231,0.7557,0.7567,0.2844,0.0266,0.5945,0.5167,8
0.7457,0.2121,0.6013,0.3958,0.6329,0.074,0.8626,0.7472,0.2497,0.0289,0.5531,0.5652,8
0.703,0.2216,0.6078,0.4226,0.598,0.0907,0.8364,0.6923,0.2346,0.0396,0.6203,0.5127,8
0.6071,0.1929,0.6164,0.3873,0.5649,0.13,0.8946,0.7015,0.2617,0.0222,0.5979,0.5972,8
0.6534,0.2392,0.6161,0.4329,0.6088,0.1202,0.8187,0.6816,0.2682,0.04,0.5512,0.5369,8
0.6447,0.2134,0.5525,0.4198,0.554,0.0782,0.841,0.7714,0.2694,0.0357,0.6357,0.5573,8
0.6696,0.2216,0.5727,0.392,0.6227,0.0801,0.8809,0.7989,0.2444,0.0106,0.6425,0.5043,8
0.6669,0.2451,0.6145,0.4158,0.6299,0.1448,0.7868,0.7538,0.2424,0.0204,0.5553,0.5936,8
0.617,0.1543,0.639,0.3649,0.63,0.0681,0.8729,0.7292,0.2379,0.0241,0.6073,0.4669,8
0.6917,0.2198,0.5958,0.4128,0.6022,0.0672,0.8134,0.6796,0.2857,0.0204,0.6333,0.5446,8
0.7072,0.1814,0.6298,0.3905,0.6495,0.0998,0.8363,0.6661,0.2798,0.0249,0.5777,0.5472,8
0.6106,0.2406,0.5745,0.4111,0.6285,0.0528,0.801,0.6672,0.2307,0.0182,0.6427,0.5708,8
0.6948,0.1502,0.5815,0.4361,0.6135,0.1148,0.7663,0.679,0.2759,0.0163,0.5916,0.5441,8
0.6661,0.2118,0.588,0.3876,0.5742,0.1427,0.7752,0.6741,0.2585,0.0292,0.5935,0.5091,8
0.7116,0.2468,0.6433,0.43,0.6007,0.0608,0.8033,0.7021,0.2314,0.0105,0.61,0.4923,8
0.6545,0.1719,0.5577,0.3529,0.587,0.1026,0.8679,0.7454,0.2068,0.0244,0.5949,0.5378,8
0.6076,0.1786,0.5554,0.3756,0.5673,0.148,0.8093,0.769,0.2817,0.0207,0.5542,0.4946,8
0.6194,0.176,0.6035,0.381,0.6325,0.1254,0.86,0.663,0.2109,0.0199,0.5775,0.5449,8
0.6636,0.1724,0.5726,0.4027,0.5906,0.0709,0.8673,0.6508,0.2865,0.0121,0.6258,0.4891,8
0.7143,0.2097,0.6078,0.3719,0.5563,0.1386,0.8769,0.7288,0.2345,0.0209,0.5804,0.4716,8
0.6937,0.1649,0.5791,0.3514,0.6152,0.1349,0.7688,0.6757,0.2852,0.0173,0.5753,0.5331,8
0.7357,0.1974,0.5732,0.4122,0.5894,0.0856,0.8247,0.7077,0.23,0.0321,0.601,0.5954,8
0.7009,0.192,0.6172,0.4114,0.6038,0.1169,0.8863,0.7859,0.2119,0.0139,0.6213,0.5559,8
0.6393,0.2157,0.5739,0.4294,0.6002,0.117,0.8044,0.7608,0.2796,0.0315,0.6375,0.4759,8
0.686,0.2458,0.6112,0.4199,0.5715,0.0786,0.7635,0.6925,0.2057,0.0183,0.554,0.5309,8
0.7482,0.1894,0.5541,0.3757,0.6384,0.104,0.7954,0.67,0.285,0.0167,0.6183,0.4695,8
0.6265,0.1969,0.6222,0.4481,0.6327,0.068,0.8723,0.6788,0.2727,0.0166,0.6264,0.5138,8
0.6823,0.1692,0.6328,0.3554,0.6369,0.1324,0.7583,0.7676,0.2126,0.0303,0.5505,0.5056,8
0.7036,0.1759,0.5932,0.3503,0.5934,0.1071,0.7782,0.7104,0.2629,0.0297,0.6156,0.5673,8
0.6937,0.207,0.6011,0.3993,0.5947,0.133,0.7672,0.7332,0.2856,0.0276,0.5773,0.5143,8
0.6537,0.195,0.6442,0.4071,0.6227,0.0553,0.7738,0.67,0.2439,0.0146,0.5661,0.452,8
0.6005,0.2416,0.6498,0.4005,0.5925,0.0817,0.8986,0.7041,0.2547,0.0264,0.5693,0.4698,8
0.7179,0.1839,0.6207,0.3512,0.6227,0.1,0.869,0.7982,0.2275,0.0117,0.6186,0.5134,8
0.6148,0.1927,0.6153,0.4139,0.5923,0.0744,0.7893,0.7928,0.2182,0.0281,0.6293,0.5484,8
0.7035,0.1586,0.5816,0.3631,0.6448,0.1224,0.8972,0.7232,0.2857,0.038,0.6088,0.5884,8
0.7125,0.1842,0.5776,0.4215,0.5613,0.1297,0.7577,0.7496,0.2517,0.0127,0.6299,0.5122,8
0.6348,0.1764,0.5748,0.4445,0.6071,0.1082,0.8168,0.7827,0.2707,0.0347,0.6384,0.4894,8
0.6549,0.1655,0.5934,0.3654,0.5516,0.1472,0.7991,0.7136,0.2017,0.0316,0.6196,0.4911,8
0.7268,0.1754,0.5724,0.4247,0.621,0.1439,0.8778,0.6746,0.2138,0.0273,0.6153,0.5578,8
0.6166,0.1672,0.6333,0.3514,0.6105,0.0962,0.7653,0.6765,0.2352,0.0247,0.5909,0.5944,8
0.634,0.1844,0.5959,0.4347,0.6188,0.0617,0.8834,0.7641,0.2446,0.0311,0.562,0.4766,8
0.6343,0.1527,0.6096,0.3844,0.5862,0.1257,0.7889,0.7182,0.2925,0.0258,0.6463,0.4895,8
0.6758,0.2057,0.5899,0.4077,0.6457,0.1001,0.7538,0.7893,0.2501,0.0112,0.5546,0.5613,8
0.7017,0.2407,0.6194,0.3991,0.6209,0.1119,0.7852,0.7142,0.2909,0.019,0.5812,0.5972,8
0.6106,0.1555,0.5993,0.3983,0.5591,0.1301,0.8534,0.7548,0.2924,0.0261,0.5757,0.5737,8
0.6392,0.1758,0.6152,0.3935,0.618,0.1415,0.7685,0.7361,0.2872,0.0315,0.6189,0.5311,8
0.641,0.1559,0.6007,0.4419,0.6002,0.0781,0.7579,0.7001,0.2029,0.0198,0.5888,0.5148,8
0.6949,0.2324,0.5934,0.3813,0.5954,0.115,0.7657,0.7901,0.2679,0.0238,0.5825,0.451,8
0.6839,0.1949,0.6358,0.389,0.5756,0.1124,0.8498,0.689,0.2851,0.0276,0.614,0.5127,8
0.6631,0.2108,0.5689,0.4292,0.55,0.0656,0.8486,0.7114,0.2314,0.036,0.5728,0.5509,8
0.6557,0.2253,0.5541,0.4229,0.5893,0.0676,0.8073,0.7402,0.2162,0.0212,0.5971,0.4923,8
0.624,0.1911,0.6168,0.3951,0.5738,0.0647,0.8125,0.6681,0.2079,0.0179,0.6415,0.535,8
0.6465,0.1729,0.643,0.3709,0.6185,0.0677,0.8944,0.7077,0.2827,0.0119,0.6118,0.5752,8
0.6811,0.1948,0.6265,0.3639,0.5552,0.0906,0.7756,0.7646,0.2868,0.0298,0.5825,0.5727,8
0.6453,0.1893,0.5992,0.4123,0.5702,0.1246,0.8265,0.7321,0.2254,0.0335,0.5746,0.5099,8
0.6619,0.1825,0.5824,0.3597,0.6187,0.1378,0.7992,0.7738,0.267,0.0135,0.6461,0.544,8
0.7446,0.1542,0.6216,0.3587,0.5914,0.0746,0.8124,0.6661,0.2587,0.0162,0.621,0.4606,8
0.7411,0.1896,0.5638,0.391,0.6392,0.107,0.7931,0.6736,0.2875,0.0116,0.6203,0.5652,8
0.7288,0.165,0.6028,0.4272,0.6004,0.1301,0.8979,0.7082,0.2717,0.0123,0.6254,0.5858,8
0.6894,0.1957,0.5503,0.3508,0.6349,0.1493,0.8054,0.6885,0.2738,0.0239,0.6409,0.4815,8
0.6625,0.2144,0.6049,0.4085,0.6316,0.1395,0.891,0.7463,0.2804,0.0116,0.5548,0.4672,8
0.6342,0.2155,0.5634,0.417,0.5809,0.1288,0.8971,0.7779,0.2105,0.0225,0.6103,0.5503,8
0.7102,0.182,0.6065,0.375,0.6316,0.067,0.7928,0.7549,0.2113,0.0148,0.6289,0.5965,8
0.6556,0.2233,0.5994,0.4213,0.6257,0.1106,0.7527,0.7359,0.2436,0.0304,0.5728,0.5868,8
0.7296,0.1997,0.6213,0.4224,0.5888,0.0911,0.8098,0.7918,0.2164,0.0195,0.6468,0.4964,8
0.6889,0.152,0.6428,0.3886,0.6012,0.1081,0.8421,0.7338,0.2564,0.0399,0.6034,0.5015,8
0.6465,0.2213,0.5585,0.4287,0.6071,0.105,0.829,0.7001,0.275,0.0309,0.6085,0.5729,8
0.6347,0.1597,0.5888,0.4359,0.614,0.1005,0.7943,0.7289,0.2826,0.0304,0.6148,0.5983,8
0.6969,0.2072,0.6235,0.3934,0.5508,0.1465,0.8186,0.7616,0.2526,0.028,0.553,0.5269,8
0.724,0.1715,0.5952,0.3575,0.5942,0.1112,0.8724,0.6783,0.2103,0.0352,0.5983,0.5967,8
0.6502,0.1715,0.6406,0.4248,0.6431,0.1123,0.7975,0.6639,0.289,0.0245,0.5962,0.5849,8
0.7486,0.1797,0.5553,0.37,0.5987,0.1052,0.784,0.7922,0.2682,0.032,0.5648,0.4578,8
0.657,0.1889,0.5753,0.4373,0.65,0.1401,0.8805,0.665,0.26,0.0262,0.5882,0.4566,8
0.7153,0.2097,0.5947,0.4345,0.6434,0.1315,0.8027,0.752,0.2478,0.0305,0.5939,0.4801,8
0.6918,0.1544,0.6365,0.3743,0.6475,0.0841,0.8064,0.6591,0.2798,0.0138,0.6025,0.4766,8
0.6963,0.2138,0.5552,0.4492,0.644,0.1467,0.8355,0.7329,0.2431,0.0185,0.5861,0.5336,8
0.6227,0.2438,0.6438,0.3694,0.5787,0.1243,0.8498,0.6977,0.2937,0.0129,0.6433,0.4808,8
0.7004,0.1777,0.5729,0.4482,0.6287,0.0807,0.8684,0.7968,0.2747,0.0103,0.6,0.4735,8
0.6666,0.1766,0.6201,0.4314,0.6466,0.0658,0.8301,0.7357,0.2716,0.015,0.6452,0.495,8
0.6579,0.2416,0.5865,0.4387,0.6123,0.0981,0.7612,0.7476,0.2895,0.0222,0.5775,0.5279,8
0.6374,0.1619,0.5623,0.4432,0.6277,0.0548,0.7539,0.7291,0.2025,0.0116,0.6494,0.5663,8
0.7063,0.1949,0.6103,0.4012,0.615,0.0962,0.7665,0.7591,0.2272,0.0376,0.5868,0.594,8
0.6907,0.2097,0.5534,0.4119,0.6435,0.0976,0.8839,0.659,0.2318,0.0326,0.5813,0.5121,8
0.6801,0.2096,0.6457,0.4039,0.6401,0.0957,0.7581,0.7192,0.2713,0.0349,0.5624,0.4775,8
0.6978,0.1593,0.6494,0.351,0.5862,0.1413,0.8535,0.7718,0.278,0.0118,0.638,0.5539,8
0.6248,0.2087,0.5898,0.3832,0.5755,0.0822,0.7552,0.7833,0.2894,0.0131,0.5876,0.5563,8
0.6139,0.1618,0.6382,0.3714,0.5882,0.0697,0.7969,0.7318,0.2616,0.038,0.6405,0.5461,8
0.6561,0.1818,0.5576,0.3827,0.5935,0.1149,0.7667,0.7666,0.2104,0.037,0.6403,0.5094,8
0.734,0.2199,0.5676,0.3954,0.6032,0.0827,0.8237,0.7725,0.2599,0.0114,0.619,0.4905,8
0.6001,0.1754,0.5693,0.4457,0.6291,0.0902,0.8326,0.7414,0.2844,0.0214,0.6024,0.4669,8
0.6874,0.2095,0.6284,0.3801,0.5725,0.1209,0.7782,0.7315,0.2059,0.0386,0.6207,0.5037,8
0.7416,0.1943,0.5698,0.4478,0.5909,0.0765,0.867,0.735,0.2428,0.024,0.6493,0.4659,8
0.6518,0.1745,0.5853,0.3995,0.6219,0.1407,0.8609,0.6898,0.2201,0.0351,0.5808,0.5517,8
0.7184,0.1783,0.5874,0.4405,0.6378,0.0889,0.751,0.6692,0.2697,0.0222,0.5955,0.4862,8
0.7315,0.2265,0.6289,0.3558,0.5685,0.0826,0.7633,0.7835,0.2616,0.0131,0.601,0.4519,8
0.6907,0.2085,0.624,0.4343,0.5631,0.1006,0.8111,0.7462,0.2336,0.0276,0.6326,0.4588,8
0.7475,0.1662,0.6248,0.4097,0.5588,0.1226,0.8847,0.6871,0.2493,0.0351,0.6176,0.5631,8
0.7194,0.2217,0.5671,0.4096,0.6434,0.0541,0.8784,0.7227,0.2117,0.0207,0.5795,0.5481,8
0.6028,0.1932,0.6391,0.4328,0.5523,0.1244,0.8981,0.6626,0.2943,0.0331,0.6256,0.5018,8
0.7324,0.2392,0.5958,0.4394,0.5557,0.1433,0.8146,0.7903,0.2857,0.025,0.629,0.5331,8
0.6592,0.1911,0.5911,0.4193,0.6211,0.0692,0.8749,0.7477,0.2876,0.0202,0.629,0.5968,8
0.6178,0.2044,0.628,0.4292,0.5544,0.1047,0.8981,0.7418,0.2816,0.0344,0.6086,0.4578,8
0.7325,0.1506,0.5768,0.358,0.6266,0.0783,0.8838,0.7069,0.2697,0.0109,0.5582,0.4723,8
0.6346,0.2337,0.5528,0.4058,0.5907,0.0747,0.7518,0.7715,0.2896,0.0383,0.6406,0.5119,8
0.6058,0.1716,0.6338,0.3762,0.5755,0.1318,0.8643,0.6849,0.2722,0.0169,0.5955,0.5937,8
0.7166,0.2331,0.5531,0.4452,0.6497,0.126,0.8451,0.6967,0.2293,0.0323,0.6332,0.5095,8
0.6334,0.1849,0.583,0.4055,0.6472,0.1227,0.8663,0.7025,0.2426,0.0228,0.55,0.5596,8
0.6984,0.2457,0.5996,0.3674,0.648,0.1225,0.8894,0.7743,0.2772,0.0299,0.5957,0.5386,8
0.7445,0.1707,0.6437,0.4348,0.5838,0.0883,0.851,0.7635,0.2332,0.024,0.5641,0.5545,8
0.6471,0.1975,0.5932,0.433,0.5885,0.0763,0.7834,0.7574,0.2385,0.028,0.6499,0.5517,8
0.6264,0.1623,0.6161,0.4455,0.6458,0.1394,0.8666,0.7011,0.2749,0.0358,0.5504,0.5904,8
0.6984,0.2412,0.5694,0.3615,0.6227,0.1339,0.877,0.7952,0.2968,0.0153,0.6273,0.4814,8
0.6057,0.1738,0.5523,0.413,0.6084,0.0588,0.8513,0.7104,0.2698,0.0227,0.6109,0.4618,8
0.643,0.1641,0.602,0.3682,0.5588,0.0574,0.8381,0.7632,0.2686,0.0178,0.6162,0.484,8
0.7095,0.2023,0.5845,0.4347,0.6282,0.1025,0.7516,0.7454,0.2245,0.0108,0.5624,0.5309,8
0.681,0.2115,0.5942,0.4109,0.6037,0.1482,0.8871,0.683,0.2623,0.0389,0.5972,0.5097,8
0.7177,0.201,0.6474,0.4176,0.6322,0.1429,0.8434,0.738,0.2824,0.0248,0.585,0.4556,8
0.6646,0.2303,0.6158,0.3896,0.6193,0.0973,0.7738,0.7288,0.2593,0.0374,0.609,0.463,8
0.7168,0.1535,0.6445,0.4101,0.6242,0.1052,0.887,0.7864,0.246,0.034,0.5825,0.5308,8
0.6908,0.1559,0.5942,0.3708,0.5907,0.1172,0.7683,0.7629,0.2892,0.0334,0.5696,0.4974,8
0.7063,0.187,0.5521,0.3736,0.5818,0.0607,0.8372,0.7773,0.2209,0.0362,0.6356,0.5091,8
0.6639,0.2032,0.6291,0.402,0.6444,0.1001,0.7711,0.6941,0.2001,0.0175,0.578,0.5985,8
0.6624,0.1751,0.6015,0.353,0.5509,0.0796,0.7829,0.6975,0.2319,0.0302,0.6302,0.5882,8
0.6007,0.242,0.5764,0.4029,0.6213,0.0779,0.8631,0.7388,0.2395,0.0256,0.551,0.5761,8
0.7494,0.229,0.5804,0.3806,0.6422,0.1252,0.8422,0.7157,0.2801,0.0245,0.6182,0.5504,8
0.7326,0.1805,0.6382,0.4038,0.6121,0.1064,0.8634,0.6973,0.2817,0.0364,0.6323,0.4852,8
0.6233,0.1503,0.6225,0.3915,0.6203,0.1369,0.7602,0.7239,0.2453,0.026,0.5962,0.5556,8
0.6056,0.2409,0.6129,0.3566,0.6162,0.1279,0.8703,0.7516,0.2891,0.029,0.5659,0.5457,8
0.6546,0.2352,0.6323,0.3972,0.5858,0.086,0.8169,0.7466,0.2645,0.0321,0.5954,0.469,8
0.6869,0.1808,0.6489,0.4438,0.6067,0.0598,0.8119,0.759,0.2164,0.0398,0.5761,0.5236,8
0.7374,0.2438,0.6243,0.3681,0.5512,0.1227,0.8421,0.712,0.2419,0.0305,0.6302,0.4659,8
0.7396,0.1655,0.609,0.4336,0.565,0.0993,0.8165,0.7516,0.2815,0.0265,0.5816,0.5996,8
0.7025,0.2273,0.5518,0.3771,0.6147,0.0808,0.8229,0.7657,0.261,0.0347,0.6316,0.4648,8
0.6299,0.1783,0.6012,0.437,0.5504,0.1439,0.8929,0.6747,0.2891,0.0365,0.5638,0.4992,8
0.7309,0.2025,0.5988,0.431,0.6431,0.1203,0.7812,0.679,0.2252,0.0284,0.6299,0.5469,8
0.7074,0.1935,0.6001,0.4494,0.621,0.1259,0.8612,0.6646,0.2527,0.0216,0.5585,0.496,8
0.6297,0.1815,0.6305,0.4364,0.6276,0.0762,0.8112,0.7522,0.2368,0.0218,0.6252,0.5153,8
0.7166,0.1828,0.5733,0.3563,0.6343,0.1093,0.8298,0.7226,0.255,0.0261,0.6224,0.4854,8
0.6624,0.2422,0.6459,0.447,0.5658,0.0839,0.8111,0.6951,0.2654,0.0398,0.5612,0.4593,8
0.6899,0.2105,0.5614,0.4436,0.6179,0.0543,0.852,0.7348,0.2836,0.0118,0.632,0.5932,8
0.7484,0.2185,0.5756,0.3736,0.576,0.0733,0.7948,0.68,0.2245,0.0329,0.5503,0.4909,8
0.646,0.1951,0.5975,0.4142,0.6162,0.1107,0.8731,0.6725,0.262,0.0341,0.6218,0.5784,8
0.6556,0.183,0.612,0.4308,0.6384,0.1005,0.7925,0.7495,0.2796,0.0109,0.5845,0.4874,8
0.6342,0.2032,0.6057,0.4008,0.6195,0.0765,0.7589,0.7045,0.2534,0.0258,0.5812,0.5631,8
0.6313,0.24,0.6137,0.3881,0.6218,0.0613,0.7667,0.7429,0.2603,0.0293,0.5586,0.4619,8
0.6814,0.1846,0.5605,0.382,0.6332,0.1214,0.7773,0.7824,0.2283,0.0289,0.614,0.5586,8
0.6632,0.2291,0.5651,0.3563,0.5846,0.0618,0.7759,0.7043,0.2676,0.01,0.554,0.5041,8
0.6147,0.1707,0.6075,0.4302,0.6039,0.1163,0.8828,0.6874,0.2316,0.0312,0.5735,0.4938,8
0.6238,0.1608,0.6255,0.3997,0.5673,0.0841,0.7674,0.6987,0.2376,0.0111,0.5977,0.4615,8
